"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"2174","627","11","17","0","12","54","81","0","12","358","380","0","12","1751","491","1500000US490351122012","Block Group 2, Census Tract 1122.01, Salt Lake County, Utah"
"899","241","0","12","36","38","19","21","10","15","8","13","0","12","826","241","1500000US490351122013","Block Group 3, Census Tract 1122.01, Salt Lake County, Utah"
"1609","327","37","42","35","31","10","14","72","60","47","50","0","12","1408","324","1500000US490351122021","Block Group 1, Census Tract 1122.02, Salt Lake County, Utah"
"1617","335","36","44","33","53","74","118","32","47","30","28","0","12","1412","337","1500000US490351122022","Block Group 2, Census Tract 1122.02, Salt Lake County, Utah"
"998","240","46","69","13","15","10","20","36","59","67","61","25","39","801","231","1500000US490351122023","Block Group 3, Census Tract 1122.02, Salt Lake County, Utah"
"539","149","19","24","9","15","41","35","27","46","10","16","13","26","420","160","1500000US490351123011","Block Group 1, Census Tract 1123.01, Salt Lake County, Utah"
"1311","297","13","18","294","242","20","30","168","165","16","17","0","12","800","229","1500000US490351123012","Block Group 2, Census Tract 1123.01, Salt Lake County, Utah"
"1835","345","0","12","37","57","70","52","8","12","93","76","18","18","1609","359","1500000US490351123013","Block Group 3, Census Tract 1123.01, Salt Lake County, Utah"
"1309","405","0","12","14","24","0","12","17","19","144","214","0","12","1134","379","1500000US490351123021","Block Group 1, Census Tract 1123.02, Salt Lake County, Utah"
"900","438","0","12","6","11","8","11","17","19","0","12","6","10","863","437","1500000US490351123022","Block Group 2, Census Tract 1123.02, Salt Lake County, Utah"
"1799","353","32","34","29","34","0","12","49","47","210","178","312","337","1167","264","1500000US490351123023","Block Group 3, Census Tract 1123.02, Salt Lake County, Utah"
"711","294","51","80","16","31","0","12","0","12","15","27","10","16","619","289","1500000US490351124021","Block Group 1, Census Tract 1124.02, Salt Lake County, Utah"
"1525","510","29","48","0","12","0","12","112","132","49","59","59","66","1276","524","1500000US490351124022","Block Group 2, Census Tract 1124.02, Salt Lake County, Utah"
"2300","540","454","327","172","161","202","323","313","263","229","257","0","12","930","343","1500000US490351124023","Block Group 3, Census Tract 1124.02, Salt Lake County, Utah"
"1872","592","62","44","254","216","48","47","101","98","319","277","164","190","924","499","1500000US490351124024","Block Group 4, Census Tract 1124.02, Salt Lake County, Utah"
"790","360","70","60","90","68","31","30","109","115","246","328","0","12","244","112","1500000US490351124041","Block Group 1, Census Tract 1124.04, Salt Lake County, Utah"
"664","202","0","12","53","86","59","66","0","12","20","30","28","33","504","178","1500000US490351124042","Block Group 2, Census Tract 1124.04, Salt Lake County, Utah"
"1474","294","84","54","72","54","24","27","36","43","41","47","43","65","1174","290","1500000US490351124043","Block Group 3, Census Tract 1124.04, Salt Lake County, Utah"
"895","251","62","69","196","144","18","29","89","88","76","49","41","47","413","169","1500000US490351124044","Block Group 4, Census Tract 1124.04, Salt Lake County, Utah"
"5339","603","272","180","130","123","586","543","380","324","203","261","86","100","3682","579","1500000US490351124051","Block Group 1, Census Tract 1124.05, Salt Lake County, Utah"
"116","95","28","41","10","19","0","12","62","106","0","12","16","32","0","12","1500000US490351124052","Block Group 2, Census Tract 1124.05, Salt Lake County, Utah"
"1279","465","172","253","0","12","0","12","76","78","162","265","33","52","836","324","1500000US490351124061","Block Group 1, Census Tract 1124.06, Salt Lake County, Utah"
"1420","654","185","173","137","216","0","12","0","12","0","12","112","188","986","568","1500000US490351124062","Block Group 2, Census Tract 1124.06, Salt Lake County, Utah"
"749","520","295","427","133","149","0","12","98","119","0","12","0","12","223","177","1500000US490351124063","Block Group 3, Census Tract 1124.06, Salt Lake County, Utah"
"555","185","65","59","52","40","9","15","40","32","0","12","0","12","389","171","1500000US490351125011","Block Group 1, Census Tract 1125.01, Salt Lake County, Utah"
"1774","359","0","12","104","70","127","136","67","93","153","137","0","12","1323","327","1500000US490351125012","Block Group 2, Census Tract 1125.01, Salt Lake County, Utah"
"1358","341","58","55","112","148","115","143","0","12","68","73","22","31","983","320","1500000US490351125013","Block Group 3, Census Tract 1125.01, Salt Lake County, Utah"
"1495","414","20","23","261","286","15","17","0","12","165","170","0","12","1034","289","1500000US490351125031","Block Group 1, Census Tract 1125.03, Salt Lake County, Utah"
"948","234","49","76","35","38","23","26","0","12","20","23","42","50","779","215","1500000US490351125032","Block Group 2, Census Tract 1125.03, Salt Lake County, Utah"
"1445","389","18","22","164","128","40","43","24","32","73","81","76","126","1050","342","1500000US490351125033","Block Group 3, Census Tract 1125.03, Salt Lake County, Utah"
"963","268","9","14","0","12","0","12","0","12","176","153","113","114","665","288","1500000US490351125034","Block Group 4, Census Tract 1125.03, Salt Lake County, Utah"
"1112","374","0","12","13","22","0","12","14","22","0","12","19","31","1066","374","1500000US490351125041","Block Group 1, Census Tract 1125.04, Salt Lake County, Utah"
"790","322","0","12","180","152","0","12","0","12","0","12","0","12","610","289","1500000US490351125042","Block Group 2, Census Tract 1125.04, Salt Lake County, Utah"
"538","241","0","12","37","60","0","12","0","12","0","12","0","12","501","227","1500000US490351125043","Block Group 3, Census Tract 1125.04, Salt Lake County, Utah"
"1239","461","71","76","65","79","81","131","71","110","84","121","169","216","698","317","1500000US490351125051","Block Group 1, Census Tract 1125.05, Salt Lake County, Utah"
"586","350","23","39","0","12","0","12","0","12","0","12","0","12","563","364","1500000US490351125052","Block Group 2, Census Tract 1125.05, Salt Lake County, Utah"
"806","503","0","12","173","330","0","12","0","12","0","12","97","158","536","361","1500000US490351125053","Block Group 3, Census Tract 1125.05, Salt Lake County, Utah"
"1100","425","32","50","81","134","0","12","74","161","0","12","0","12","913","341","1500000US490351125054","Block Group 4, Census Tract 1125.05, Salt Lake County, Utah"
"1333","314","10","17","0","12","0","12","0","12","179","158","97","105","1047","355","1500000US490351126041","Block Group 1, Census Tract 1126.04, Salt Lake County, Utah"
"1124","265","0","12","87","93","0","12","20","31","100","85","77","91","840","237","1500000US490351126042","Block Group 2, Census Tract 1126.04, Salt Lake County, Utah"
"1173","335","0","12","20","24","0","12","6","10","39","49","0","12","1108","335","1500000US490351126043","Block Group 3, Census Tract 1126.04, Salt Lake County, Utah"
"1216","309","28","44","87","61","0","12","83","128","99","136","42","67","877","283","1500000US490351126044","Block Group 4, Census Tract 1126.04, Salt Lake County, Utah"
"1157","310","0","12","5","8","48","72","0","12","12","17","0","12","1092","309","1500000US490351126081","Block Group 1, Census Tract 1126.08, Salt Lake County, Utah"
"1648","365","0","12","11","17","42","42","12","21","11","17","190","256","1382","323","1500000US490351126082","Block Group 2, Census Tract 1126.08, Salt Lake County, Utah"
"1380","480","0","12","0","12","0","12","36","47","0","12","0","12","1344","472","1500000US490351126083","Block Group 3, Census Tract 1126.08, Salt Lake County, Utah"
"1354","358","144","115","126","161","9","14","102","171","0","12","0","12","973","275","1500000US490351126084","Block Group 4, Census Tract 1126.08, Salt Lake County, Utah"
"1867","300","6","10","49","47","6","9","35","32","12","20","110","125","1649","271","1500000US490351126091","Block Group 1, Census Tract 1126.09, Salt Lake County, Utah"
"1941","433","0","12","82","124","10","15","0","12","166","195","0","12","1683","433","1500000US490351126092","Block Group 2, Census Tract 1126.09, Salt Lake County, Utah"
"1597","327","16","19","34","42","0","12","0","12","24","27","149","149","1374","328","1500000US490351126093","Block Group 3, Census Tract 1126.09, Salt Lake County, Utah"
"1915","653","203","252","91","106","0","12","117","161","183","215","33","56","1288","492","1500000US490351126101","Block Group 1, Census Tract 1126.10, Salt Lake County, Utah"
"861","288","47","53","0","12","35","40","19","32","36","41","13","22","711","302","1500000US490351126102","Block Group 2, Census Tract 1126.10, Salt Lake County, Utah"
"3785","771","128","155","13","21","301","287","75","125","282","228","0","12","2986","734","1500000US490351126103","Block Group 3, Census Tract 1126.10, Salt Lake County, Utah"
"1370","343","38","83","0","12","14","23","17","28","46","83","189","201","1066","298","1500000US490351126111","Block Group 1, Census Tract 1126.11, Salt Lake County, Utah"
"1921","438","0","12","0","12","0","12","17","27","68","68","0","12","1836","439","1500000US490351126112","Block Group 2, Census Tract 1126.11, Salt Lake County, Utah"
"1470","442","32","37","14","23","0","12","0","12","46","71","49","59","1329","447","1500000US490351126113","Block Group 3, Census Tract 1126.11, Salt Lake County, Utah"
"2297","648","16","25","20","32","285","400","0","12","19","30","0","12","1957","569","1500000US490351126114","Block Group 4, Census Tract 1126.11, Salt Lake County, Utah"
"2497","430","166","257","166","274","0","12","29","34","102","175","8","13","2026","511","1500000US490351126121","Block Group 1, Census Tract 1126.12, Salt Lake County, Utah"
"2672","621","63","86","91","131","76","103","107","77","358","257","0","12","1977","578","1500000US490351126122","Block Group 2, Census Tract 1126.12, Salt Lake County, Utah"
"1560","491","19","26","5","5","69","110","0","12","0","12","9","14","1458","475","1500000US490351126131","Block Group 1, Census Tract 1126.13, Salt Lake County, Utah"
"1383","272","20","24","28","51","0","12","8","14","15","25","0","12","1312","283","1500000US490351126132","Block Group 2, Census Tract 1126.13, Salt Lake County, Utah"
"2083","357","7","12","0","12","0","12","0","12","15","21","111","107","1950","355","1500000US490351126133","Block Group 3, Census Tract 1126.13, Salt Lake County, Utah"
"1555","374","11","17","38","37","135","202","37","57","90","95","9","14","1235","409","1500000US490351126141","Block Group 1, Census Tract 1126.14, Salt Lake County, Utah"
"2690","507","14","22","94","110","50","56","211","213","95","135","34","39","2192","511","1500000US490351126142","Block Group 2, Census Tract 1126.14, Salt Lake County, Utah"
"1257","164","5","7","4","12","5","20","0","12","26","40","16","22","1201","165","1500000US490351126151","Block Group 1, Census Tract 1126.15, Salt Lake County, Utah"
"1310","518","0","12","5","8","0","12","0","12","0","12","0","12","1305","518","1500000US490351126152","Block Group 2, Census Tract 1126.15, Salt Lake County, Utah"
"1540","329","17","17","7","14","73","111","0","12","11","17","13","20","1419","244","1500000US490351126161","Block Group 1, Census Tract 1126.16, Salt Lake County, Utah"
"1104","258","0","12","9","13","0","12","0","12","162","174","0","12","933","242","1500000US490351126162","Block Group 2, Census Tract 1126.16, Salt Lake County, Utah"
"1515","334","22","38","23","27","16","25","0","12","0","12","0","12","1454","331","1500000US490351126163","Block Group 3, Census Tract 1126.16, Salt Lake County, Utah"
"972","244","63","86","0","12","0","12","0","12","28","41","6","11","875","225","1500000US490351126171","Block Group 1, Census Tract 1126.17, Salt Lake County, Utah"
"1364","402","101","122","0","12","0","12","0","12","0","12","0","12","1263","366","1500000US490351126172","Block Group 2, Census Tract 1126.17, Salt Lake County, Utah"
"1004","226","0","12","57","57","0","12","13","20","12","20","0","12","922","240","1500000US490351126173","Block Group 3, Census Tract 1126.17, Salt Lake County, Utah"
"1637","291","45","41","16","18","100","129","0","12","39","63","0","12","1437","288","1500000US490351126181","Block Group 1, Census Tract 1126.18, Salt Lake County, Utah"
"1593","263","10","15","72","66","15","23","45","46","0","12","9","16","1442","255","1500000US490351126182","Block Group 2, Census Tract 1126.18, Salt Lake County, Utah"
"1043","232","26","42","0","12","0","12","0","12","15","26","0","12","1002","224","1500000US490351126191","Block Group 1, Census Tract 1126.19, Salt Lake County, Utah"
"1978","369","47","47","66","99","65","99","0","12","53","39","12","21","1735","375","1500000US490351126192","Block Group 2, Census Tract 1126.19, Salt Lake County, Utah"
"1079","334","48","77","0","12","88","129","19","34","10","18","0","12","914","343","1500000US490351126201","Block Group 1, Census Tract 1126.20, Salt Lake County, Utah"
