"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"1452","394","6","10","57","56","72","108","20","21","86","82","99","161","1112","339","1500000US490351135101","Block Group 1, Census Tract 1135.10, Salt Lake County, Utah"
"911","319","119","165","36","49","8","12","22","36","8","13","5","8","713","301","1500000US490351135102","Block Group 2, Census Tract 1135.10, Salt Lake County, Utah"
"764","519","11","17","7","13","0","12","41","62","8","13","10","17","687","498","1500000US490351135103","Block Group 3, Census Tract 1135.10, Salt Lake County, Utah"
"2082","365","20","31","369","102","36","35","159","201","192","128","12","15","1294","402","1500000US490351135111","Block Group 1, Census Tract 1135.11, Salt Lake County, Utah"
"1626","705","2","4","44","51","8","12","354","520","19","26","91","150","1108","393","1500000US490351135112","Block Group 2, Census Tract 1135.11, Salt Lake County, Utah"
"1828","325","27","22","103","78","33","50","290","212","121","99","9","14","1245","266","1500000US490351135121","Block Group 1, Census Tract 1135.12, Salt Lake County, Utah"
"2001","511","177","167","29","30","189","196","17","30","112","122","80","95","1397","514","1500000US490351135122","Block Group 2, Census Tract 1135.12, Salt Lake County, Utah"
"1553","552","0","12","489","297","22","34","13","21","164","244","0","12","865","511","1500000US490351135131","Block Group 1, Census Tract 1135.13, Salt Lake County, Utah"
"1735","550","58","79","91","154","0","12","209","273","20","31","201","115","1156","411","1500000US490351135132","Block Group 2, Census Tract 1135.13, Salt Lake County, Utah"
"2514","837","51","72","137","119","0","12","66","86","112","143","110","136","2038","789","1500000US490351135133","Block Group 3, Census Tract 1135.13, Salt Lake County, Utah"
"1788","609","118","153","66","83","51","61","224","333","206","219","0","12","1123","421","1500000US490351135141","Block Group 1, Census Tract 1135.14, Salt Lake County, Utah"
"1939","530","344","289","76","107","0","12","0","12","134","194","99","152","1286","501","1500000US490351135142","Block Group 2, Census Tract 1135.14, Salt Lake County, Utah"
"719","275","0","12","54","86","91","115","33","62","18","28","14","24","509","212","1500000US490351135143","Block Group 3, Census Tract 1135.14, Salt Lake County, Utah"
"1723","503","142","172","193","167","383","363","104","148","60","55","0","12","841","447","1500000US490351135144","Block Group 4, Census Tract 1135.14, Salt Lake County, Utah"
"2166","573","45","71","0","12","74","118","85","134","367","317","0","12","1595","550","1500000US490351135151","Block Group 1, Census Tract 1135.15, Salt Lake County, Utah"
"1581","476","0","12","0","12","108","171","0","12","483","432","0","12","990","377","1500000US490351135152","Block Group 2, Census Tract 1135.15, Salt Lake County, Utah"
"2988","657","10","18","104","109","282","306","55","91","147","143","88","114","2302","597","1500000US490351135153","Block Group 3, Census Tract 1135.15, Salt Lake County, Utah"
"2412","726","37","49","70","73","68","89","196","214","287","252","113","98","1641","680","1500000US490351135201","Block Group 1, Census Tract 1135.20, Salt Lake County, Utah"
"2206","579","31","41","50","36","0","12","175","166","130","104","7","13","1813","567","1500000US490351135202","Block Group 2, Census Tract 1135.20, Salt Lake County, Utah"
"1816","449","14","17","6","11","155","228","180","284","176","187","47","54","1238","379","1500000US490351135211","Block Group 1, Census Tract 1135.21, Salt Lake County, Utah"
"2018","1050","67","105","632","933","53","81","0","12","205","203","44","68","1017","330","1500000US490351135212","Block Group 2, Census Tract 1135.21, Salt Lake County, Utah"
"2132","883","86","73","72","64","548","706","1","4","80","77","46","72","1299","574","1500000US490351135213","Block Group 3, Census Tract 1135.21, Salt Lake County, Utah"
"1322","501","71","100","0","12","125","150","17","28","277","391","0","12","832","305","1500000US490351135214","Block Group 4, Census Tract 1135.21, Salt Lake County, Utah"
"1748","313","8","13","25","28","0","12","219","284","106","94","0","12","1390","254","1500000US490351135221","Block Group 1, Census Tract 1135.22, Salt Lake County, Utah"
"1581","357","8","14","36","30","0","12","20","33","6","11","0","12","1511","357","1500000US490351135222","Block Group 2, Census Tract 1135.22, Salt Lake County, Utah"
"1541","471","0","12","11","19","281","268","0","12","11","17","28","42","1210","339","1500000US490351135231","Block Group 1, Census Tract 1135.23, Salt Lake County, Utah"
"1257","426","183","212","0","12","0","12","115","178","211","188","91","113","657","344","1500000US490351135232","Block Group 2, Census Tract 1135.23, Salt Lake County, Utah"
"1621","504","87","76","61","70","0","12","48","53","122","159","0","12","1303","518","1500000US490351135233","Block Group 3, Census Tract 1135.23, Salt Lake County, Utah"
"1301","371","91","113","155","226","212","237","0","12","124","184","177","165","542","220","1500000US490351135234","Block Group 4, Census Tract 1135.23, Salt Lake County, Utah"
"2485","571","0","12","138","192","68","79","107","92","219","317","170","231","1783","447","1500000US490351135261","Block Group 1, Census Tract 1135.26, Salt Lake County, Utah"
"2277","793","46","46","121","154","371","259","12","19","1004","694","27","41","696","213","1500000US490351135262","Block Group 2, Census Tract 1135.26, Salt Lake County, Utah"
"1276","438","15","20","0","12","0","12","206","278","117","112","0","12","938","298","1500000US490351135263","Block Group 3, Census Tract 1135.26, Salt Lake County, Utah"
"1726","380","214","183","245","234","104","102","173","230","101","152","0","12","889","280","1500000US490351135271","Block Group 1, Census Tract 1135.27, Salt Lake County, Utah"
"1326","407","34","52","92","127","35","64","13","18","92","93","7","12","1053","343","1500000US490351135272","Block Group 2, Census Tract 1135.27, Salt Lake County, Utah"
"1396","515","0","12","214","311","23","37","32","62","0","12","11","17","1116","401","1500000US490351135273","Block Group 3, Census Tract 1135.27, Salt Lake County, Utah"
"2169","496","7","11","139","147","27","35","37","51","117","111","43","68","1799","509","1500000US490351135281","Block Group 1, Census Tract 1135.28, Salt Lake County, Utah"
"1276","482","15","21","0","12","0","12","263","299","0","12","0","12","998","394","1500000US490351135282","Block Group 2, Census Tract 1135.28, Salt Lake County, Utah"
"1723","458","75","113","0","12","45","52","68","116","61","67","23","34","1451","452","1500000US490351135283","Block Group 3, Census Tract 1135.28, Salt Lake County, Utah"
"1518","462","143","193","53","64","17","27","9","15","74","75","9","13","1213","385","1500000US490351135321","Block Group 1, Census Tract 1135.32, Salt Lake County, Utah"
"1629","410","60","73","17","29","9","14","26","46","33","33","0","12","1484","382","1500000US490351135322","Block Group 2, Census Tract 1135.32, Salt Lake County, Utah"
"2171","345","52","42","0","12","32","36","0","12","76","83","0","12","2011","322","1500000US490351135331","Block Group 1, Census Tract 1135.33, Salt Lake County, Utah"
"1127","292","0","12","18","30","0","12","0","12","65","69","0","12","1044","299","1500000US490351135332","Block Group 2, Census Tract 1135.33, Salt Lake County, Utah"
"1109","285","30","76","37","39","197","266","0","12","24","37","0","12","821","214","1500000US490351135333","Block Group 3, Census Tract 1135.33, Salt Lake County, Utah"
"2018","516","11","17","441","449","23","27","0","12","279","391","151","183","1113","344","1500000US490351135361","Block Group 1, Census Tract 1135.36, Salt Lake County, Utah"
"2202","581","16","22","392","373","49","54","62","68","122","110","40","43","1521","370","1500000US490351135362","Block Group 2, Census Tract 1135.36, Salt Lake County, Utah"
"1648","628","54","62","29","40","34","39","99","147","110","113","33","37","1289","570","1500000US490351135371","Block Group 1, Census Tract 1135.37, Salt Lake County, Utah"
"2123","402","23","28","11","16","18","19","60","78","209","260","7","11","1795","488","1500000US490351135372","Block Group 2, Census Tract 1135.37, Salt Lake County, Utah"
"1544","379","9","10","0","12","63","57","5","7","171","181","149","162","1147","381","1500000US490351135381","Block Group 1, Census Tract 1135.38, Salt Lake County, Utah"
"1452","296","17","18","58","64","5","7","63","91","9","15","85","105","1215","283","1500000US490351135382","Block Group 2, Census Tract 1135.38, Salt Lake County, Utah"
"2922","1347","42","67","0","12","0","12","132","169","1032","1354","29","40","1687","410","1500000US490351135391","Block Group 1, Census Tract 1135.39, Salt Lake County, Utah"
"2217","405","79","102","115","113","0","12","47","69","188","168","40","66","1748","442","1500000US490351135392","Block Group 2, Census Tract 1135.39, Salt Lake County, Utah"
"3181","681","55","72","115","102","5","10","230","237","112","94","0","12","2664","738","1500000US490351135401","Block Group 1, Census Tract 1135.40, Salt Lake County, Utah"
"2696","713","10","16","0","12","7","13","53","81","17","27","0","12","2609","717","1500000US490351135402","Block Group 2, Census Tract 1135.40, Salt Lake County, Utah"
"2104","400","13","19","8","14","116","171","0","12","0","12","53","81","1914","356","1500000US490351135411","Block Group 1, Census Tract 1135.41, Salt Lake County, Utah"
"3328","551","0","12","47","69","0","12","105","160","0","12","251","263","2925","512","1500000US490351135421","Block Group 1, Census Tract 1135.42, Salt Lake County, Utah"
"1905","436","0","12","14","22","0","12","0","12","42","68","20","39","1829","441","1500000US490351135431","Block Group 1, Census Tract 1135.43, Salt Lake County, Utah"
"2797","550","13","20","113","92","0","12","9","15","46","72","70","89","2546","554","1500000US490351135432","Block Group 2, Census Tract 1135.43, Salt Lake County, Utah"
"1524","515","61","85","82","122","225","302","0","12","0","12","0","12","1156","419","1500000US490351135441","Block Group 1, Census Tract 1135.44, Salt Lake County, Utah"
"2409","553","79","97","149","155","92","96","44","45","83","65","196","221","1766","431","1500000US490351135442","Block Group 2, Census Tract 1135.44, Salt Lake County, Utah"
"3612","616","42","44","76","102","114","147","133","203","49","74","98","101","3100","601","1500000US490351135451","Block Group 1, Census Tract 1135.45, Salt Lake County, Utah"
"1858","467","0","12","185","201","206","224","236","289","381","299","27","42","823","398","1500000US490351136001","Block Group 1, Census Tract 1136, Salt Lake County, Utah"
"866","396","0","12","14","22","17","27","30","47","129","156","23","34","653","366","1500000US490351136002","Block Group 2, Census Tract 1136, Salt Lake County, Utah"
"1607","431","68","82","61","78","63","69","220","331","50","55","38","47","1107","352","1500000US490351136003","Block Group 3, Census Tract 1136, Salt Lake County, Utah"
"1085","353","26","30","17","26","9","15","116","115","149","118","23","36","745","332","1500000US490351136004","Block Group 4, Census Tract 1136, Salt Lake County, Utah"
"1992","640","0","12","0","12","268","342","103","117","35","42","14","22","1572","616","1500000US490351137011","Block Group 1, Census Tract 1137.01, Salt Lake County, Utah"
"830","349","75","107","48","59","69","84","10","15","13","20","15","25","600","359","1500000US490351137012","Block Group 2, Census Tract 1137.01, Salt Lake County, Utah"
"1013","385","27","47","12","21","204","298","0","12","16","24","62","99","692","232","1500000US490351137013","Block Group 3, Census Tract 1137.01, Salt Lake County, Utah"
"1140","300","54","57","16","25","86","83","90","84","135","118","31","49","728","252","1500000US490351137021","Block Group 1, Census Tract 1137.02, Salt Lake County, Utah"
"1307","304","0","12","13","14","81","103","39","35","56","65","0","12","1118","296","1500000US490351137022","Block Group 2, Census Tract 1137.02, Salt Lake County, Utah"
"2253","564","315","280","114","151","157","216","95","149","155","123","73","114","1344","382","1500000US490351138011","Block Group 1, Census Tract 1138.01, Salt Lake County, Utah"
"2137","802","19","30","250","305","69","102","426","432","0","12","122","178","1251","673","1500000US490351138012","Block Group 2, Census Tract 1138.01, Salt Lake County, Utah"
"819","237","2","4","16","20","0","12","0","12","0","12","101","106","700","226","1500000US490351138013","Block Group 3, Census Tract 1138.01, Salt Lake County, Utah"
"856","302","0","12","10","16","10","16","162","243","0","12","13","21","661","225","1500000US490351138014","Block Group 4, Census Tract 1138.01, Salt Lake County, Utah"
"1357","421","65","102","93","118","11","19","214","336","316","202","0","12","658","462","1500000US490351138021","Block Group 1, Census Tract 1138.02, Salt Lake County, Utah"
"1329","366","0","12","60","121","11","17","104","104","172","209","76","103","906","333","1500000US490351138022","Block Group 2, Census Tract 1138.02, Salt Lake County, Utah"
"1256","387","48","42","102","124","71","110","76","103","148","179","278","302","533","240","1500000US490351138023","Block Group 3, Census Tract 1138.02, Salt Lake County, Utah"
"3007","843","0","12","141","202","50","94","0","12","135","222","0","12","2681","820","1500000US490351138041","Block Group 1, Census Tract 1138.04, Salt Lake County, Utah"
"1964","574","0","12","94","153","242","404","43","70","173","186","237","305","1175","459","1500000US490351138042","Block Group 2, Census Tract 1138.04, Salt Lake County, Utah"
"1428","733","0","12","41","59","134","193","0","12","13","23","126","234","1114","662","1500000US490351138051","Block Group 1, Census Tract 1138.05, Salt Lake County, Utah"
"713","447","0","12","32","50","0","12","0","12","148","158","20","37","513","426","1500000US490351138052","Block Group 2, Census Tract 1138.05, Salt Lake County, Utah"
"1925","623","0","12","802","635","7","14","0","12","100","163","0","12","1016","475","1500000US490351138053","Block Group 3, Census Tract 1138.05, Salt Lake County, Utah"
"1585","579","14","15","301","366","0","12","9","15","60","86","41","69","1160","434","1500000US490351139031","Block Group 1, Census Tract 1139.03, Salt Lake County, Utah"
"1873","520","125","166","12","20","0","12","45","110","37","49","52","87","1602","480","1500000US490351139032","Block Group 2, Census Tract 1139.03, Salt Lake County, Utah"
"1632","510","119","82","60","108","22","36","18","28","146","204","14","27","1253","418","1500000US490351139033","Block Group 3, Census Tract 1139.03, Salt Lake County, Utah"
"1189","496","31","37","98","129","18","31","0","12","11","17","51","83","980","484","1500000US490351139041","Block Group 1, Census Tract 1139.04, Salt Lake County, Utah"
"738","315","30","45","26","31","0","12","0","12","0","12","34","53","648","313","1500000US490351139042","Block Group 2, Census Tract 1139.04, Salt Lake County, Utah"
"1959","719","68","77","19","30","31","50","24","51","274","257","9","14","1534","699","1500000US490351139043","Block Group 3, Census Tract 1139.04, Salt Lake County, Utah"
"2624","589","235","284","209","194","92","123","145","125","118","185","37","61","1788","434","1500000US490351139044","Block Group 4, Census Tract 1139.04, Salt Lake County, Utah"
"1966","481","189","305","0","12","74","78","616","441","190","197","0","12","897","319","1500000US490351139051","Block Group 1, Census Tract 1139.05, Salt Lake County, Utah"
"1772","465","134","141","67","78","22","24","16","24","37","62","245","296","1251","356","1500000US490351139052","Block Group 2, Census Tract 1139.05, Salt Lake County, Utah"
"1680","385","183","202","41","70","0","12","87","103","0","12","49","85","1320","337","1500000US490351139053","Block Group 3, Census Tract 1139.05, Salt Lake County, Utah"
"1493","421","25","39","14","20","132","174","0","12","92","93","0","12","1230","387","1500000US490351139054","Block Group 4, Census Tract 1139.05, Salt Lake County, Utah"
"1874","372","250","233","103","69","72","61","113","110","199","184","81","87","1056","349","1500000US490351139061","Block Group 1, Census Tract 1139.06, Salt Lake County, Utah"
"1166","297","42","54","41","35","65","49","8","12","220","172","36","48","754","263","1500000US490351139062","Block Group 2, Census Tract 1139.06, Salt Lake County, Utah"
"709","240","104","125","19","21","84","79","0","12","77","65","32","34","393","162","1500000US490351139063","Block Group 3, Census Tract 1139.06, Salt Lake County, Utah"
"1242","486","0","12","0","12","10","17","57","94","77","110","159","180","939","483","1500000US490351139081","Block Group 1, Census Tract 1139.08, Salt Lake County, Utah"
"1148","355","37","53","134","124","93","114","45","64","14","23","0","12","825","314","1500000US490351139082","Block Group 2, Census Tract 1139.08, Salt Lake County, Utah"
"2143","506","0","12","198","243","231","300","193","262","201","314","0","12","1320","413","1500000US490351139083","Block Group 3, Census Tract 1139.08, Salt Lake County, Utah"
"3791","678","11","18","370","296","0","12","0","12","0","12","50","86","3360","673","1500000US490351139091","Block Group 1, Census Tract 1139.09, Salt Lake County, Utah"
"916","218","0","12","18","18","17","21","11","16","54","56","0","12","816","215","1500000US490351140001","Block Group 1, Census Tract 1140, Salt Lake County, Utah"
"691","216","8","14","71","52","11","16","20","22","10","16","0","12","571","212","1500000US490351140002","Block Group 2, Census Tract 1140, Salt Lake County, Utah"
"1070","299","120","66","81","60","37","30","48","36","79","64","53","57","652","281","1500000US490351140003","Block Group 3, Census Tract 1140, Salt Lake County, Utah"
"1591","265","73","86","91","53","125","117","35","40","60","52","0","12","1207","212","1500000US490351141001","Block Group 1, Census Tract 1141, Salt Lake County, Utah"
"1408","279","22","25","0","12","9","15","0","12","35","45","0","12","1342","287","1500000US490351141002","Block Group 2, Census Tract 1141, Salt Lake County, Utah"
"2232","371","167","186","80","79","29","34","85","82","335","180","0","12","1536","294","1500000US490351142001","Block Group 1, Census Tract 1142, Salt Lake County, Utah"
"3221","541","6","10","38","42","57","81","76","106","242","140","38","55","2764","547","1500000US490351142002","Block Group 2, Census Tract 1142, Salt Lake County, Utah"
"605","250","19","33","0","12","0","12","0","12","244","308","0","12","342","310","1500000US490351143011","Block Group 1, Census Tract 1143.01, Salt Lake County, Utah"
"1267","510","26","57","180","214","213","328","125","196","65","111","0","12","658","349","1500000US490351143012","Block Group 2, Census Tract 1143.01, Salt Lake County, Utah"
"2069","1009","469","169","0","12","0","12","0","12","551","878","0","12","1049","484","1500000US490351143013","Block Group 3, Census Tract 1143.01, Salt Lake County, Utah"
"821","548","0","12","66","104","79","117","0","12","251","371","0","12","425","331","1500000US490351143014","Block Group 4, Census Tract 1143.01, Salt Lake County, Utah"
"1817","519","59","95","0","12","30","54","36","62","116","107","0","12","1576","529","1500000US490351143021","Block Group 1, Census Tract 1143.02, Salt Lake County, Utah"
"2139","439","72","37","0","12","128","203","0","12","141","169","0","12","1798","411","1500000US490351143031","Block Group 1, Census Tract 1143.03, Salt Lake County, Utah"
"2759","702","0","12","91","107","0","12","0","12","102","170","116","188","2450","707","1500000US490351143032","Block Group 2, Census Tract 1143.03, Salt Lake County, Utah"
"3987","1917","124","192","0","12","0","12","0","12","0","12","0","12","3863","1920","1500000US490351143033","Block Group 3, Census Tract 1143.03, Salt Lake County, Utah"
"2639","1387","0","12","0","12","0","12","0","12","1133","1390","0","12","1506","459","1500000US490351143041","Block Group 1, Census Tract 1143.04, Salt Lake County, Utah"
"387","254","0","12","0","12","0","12","0","12","0","12","0","12","387","254","1500000US490351143042","Block Group 2, Census Tract 1143.04, Salt Lake County, Utah"
"2234","696","11","20","39","66","0","12","0","12","16","28","63","95","2105","702","1500000US490351143043","Block Group 3, Census Tract 1143.04, Salt Lake County, Utah"
"2193","458","0","12","28","31","65","76","0","12","475","339","104","124","1521","391","1500000US490351145001","Block Group 1, Census Tract 1145, Salt Lake County, Utah"
"1748","869","28","46","473","551","25","39","107","164","91","104","0","12","1024","493","1500000US490351145002","Block Group 2, Census Tract 1145, Salt Lake County, Utah"
"4387","606","105","85","260","251","283","218","272","235","282","252","102","139","3083","605","1500000US490351145003","Block Group 3, Census Tract 1145, Salt Lake County, Utah"
"1081","265","30","46","16","26","0","12","0","12","57","90","0","12","978","269","1500000US490351146011","Block Group 1, Census Tract 1146.01, Salt Lake County, Utah"
"2526","523","20","33","0","12","86","136","0","12","168","269","0","12","2252","539","1500000US490351146012","Block Group 2, Census Tract 1146.01, Salt Lake County, Utah"
"1720","454","0","12","71","112","0","12","0","12","0","12","31","50","1618","458","1500000US490351146013","Block Group 3, Census Tract 1146.01, Salt Lake County, Utah"
"2065","548","21","28","8","14","0","12","62","100","69","103","34","56","1871","511","1500000US490351146021","Block Group 1, Census Tract 1146.02, Salt Lake County, Utah"
"2220","418","33","34","0","12","75","101","36","40","372","342","114","157","1590","321","1500000US490351147001","Block Group 1, Census Tract 1147, Salt Lake County, Utah"
"2165","511","54","50","99","93","30","35","169","234","186","254","0","12","1627","424","1500000US490351147002","Block Group 2, Census Tract 1147, Salt Lake County, Utah"
"1874","423","52","55","21","24","0","12","0","12","0","12","39","56","1762","446","1500000US490351148001","Block Group 1, Census Tract 1148, Salt Lake County, Utah"
"845","191","0","12","0","12","7","11","0","12","18","21","0","12","820","188","1500000US490351148002","Block Group 2, Census Tract 1148, Salt Lake County, Utah"
"1051","230","45","38","17","20","0","12","0","12","30","28","0","12","959","229","1500000US490351148003","Block Group 3, Census Tract 1148, Salt Lake County, Utah"
"3737","793","35","50","0","12","0","12","58","94","175","277","31","48","3438","780","1500000US490351151071","Block Group 1, Census Tract 1151.07, Salt Lake County, Utah"
"954","386","0","12","0","12","0","12","0","12","0","12","0","12","954","386","1500000US490351151072","Block Group 2, Census Tract 1151.07, Salt Lake County, Utah"
"1259","518","0","12","0","12","0","12","0","12","17","28","0","12","1242","519","1500000US490351151073","Block Group 3, Census Tract 1151.07, Salt Lake County, Utah"
"2523","594","0","12","0","12","0","12","51","82","213","250","20","33","2239","533","1500000US490351151081","Block Group 1, Census Tract 1151.08, Salt Lake County, Utah"
"4654","834","66","109","154","229","66","105","0","12","49","61","0","12","4319","795","1500000US490351151082","Block Group 2, Census Tract 1151.08, Salt Lake County, Utah"
"2855","959","26","44","394","537","27","44","0","12","63","71","65","105","2280","810","1500000US490351151091","Block Group 1, Census Tract 1151.09, Salt Lake County, Utah"
"6999","1586","140","127","0","17","121","188","366","354","58","91","11","18","6303","1608","1500000US490351152101","Block Group 1, Census Tract 1152.10, Salt Lake County, Utah"
"1555","415","0","12","0","12","12","23","0","12","44","69","0","12","1499","404","1500000US490351152111","Block Group 1, Census Tract 1152.11, Salt Lake County, Utah"
"1856","391","12","21","14","21","0","12","0","12","0","12","57","90","1773","405","1500000US490351152112","Block Group 2, Census Tract 1152.11, Salt Lake County, Utah"
"2276","483","399","438","0","12","262","300","373","331","123","119","212","194","907","296","1500000US490351152113","Block Group 3, Census Tract 1152.11, Salt Lake County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490359800001","Block Group 1, Census Tract 9800, Salt Lake County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490359801001","Block Group 1, Census Tract 9801, Salt Lake County, Utah"
"749","214","11","18","54","82","39","60","30","42","0","12","24","28","591","200","1500000US490490001021","Block Group 1, Census Tract 1.02, Utah County, Utah"
"1165","389","48","76","152","229","11","17","83","94","79","120","0","12","792","293","1500000US490490001022","Block Group 2, Census Tract 1.02, Utah County, Utah"
"750","194","0","12","11","17","20","32","0","12","16","27","0","12","703","191","1500000US490490001023","Block Group 3, Census Tract 1.02, Utah County, Utah"
"1361","406","47","50","53","81","8","16","6","9","283","319","94","125","870","288","1500000US490490001024","Block Group 4, Census Tract 1.02, Utah County, Utah"
"827","337","35","57","143","146","0","12","67","93","7","10","45","71","530","239","1500000US490490001031","Block Group 1, Census Tract 1.03, Utah County, Utah"
"1240","222","32","29","48","72","0","12","0","12","91","107","91","110","978","205","1500000US490490001032","Block Group 2, Census Tract 1.03, Utah County, Utah"
"663","208","38","58","0","12","0","12","23","39","84","89","19","29","499","175","1500000US490490001033","Block Group 3, Census Tract 1.03, Utah County, Utah"
"1704","610","53","60","8","13","40","52","111","86","80","74","7","11","1405","615","1500000US490490001034","Block Group 4, Census Tract 1.03, Utah County, Utah"
"710","145","27","28","26","23","0","12","30","44","58","59","20","29","549","135","1500000US490490001041","Block Group 1, Census Tract 1.04, Utah County, Utah"
"1381","214","4","6","151","123","7","9","0","12","29","39","17","27","1173","240","1500000US490490001042","Block Group 2, Census Tract 1.04, Utah County, Utah"
"880","242","12","18","170","207","82","95","76","80","62","84","13","15","465","143","1500000US490490001043","Block Group 3, Census Tract 1.04, Utah County, Utah"
"1949","428","70","93","13","20","148","202","89","125","56","56","286","332","1287","232","1500000US490490001051","Block Group 1, Census Tract 1.05, Utah County, Utah"
"908","225","79","131","0","12","0","12","10","19","52","79","0","12","767","213","1500000US490490001052","Block Group 2, Census Tract 1.05, Utah County, Utah"
"653","251","0","12","0","12","0","12","0","12","8","13","0","12","645","251","1500000US490490001053","Block Group 3, Census Tract 1.05, Utah County, Utah"
"874","268","9","14","6","10","0","12","0","12","151","102","93","124","615","233","1500000US490490002031","Block Group 1, Census Tract 2.03, Utah County, Utah"
"1988","449","16","26","9","13","113","124","38","61","27","44","128","185","1657","420","1500000US490490002032","Block Group 2, Census Tract 2.03, Utah County, Utah"
"1743","423","195","200","64","73","278","243","223","220","96","94","0","12","887","294","1500000US490490002033","Block Group 3, Census Tract 2.03, Utah County, Utah"
"2439","480","0","12","43","70","0","12","4","8","17","28","63","95","2312","516","1500000US490490002051","Block Group 1, Census Tract 2.05, Utah County, Utah"
"1455","358","0","12","0","12","28","44","0","12","0","12","73","94","1354","359","1500000US490490002052","Block Group 2, Census Tract 2.05, Utah County, Utah"
"699","193","7","10","22","21","0","12","23","27","53","81","32","47","562","187","1500000US490490002053","Block Group 3, Census Tract 2.05, Utah County, Utah"
"1900","277","5","8","46","39","38","55","0","12","174","170","0","12","1637","280","1500000US490490002061","Block Group 1, Census Tract 2.06, Utah County, Utah"
"1642","190","0","12","7","10","0","12","25","28","166","123","15","18","1429","206","1500000US490490002062","Block Group 2, Census Tract 2.06, Utah County, Utah"
"1748","425","24","27","92","148","0","12","0","12","60","95","163","165","1409","388","1500000US490490002071","Block Group 1, Census Tract 2.07, Utah County, Utah"
"748","286","2","3","0","12","33","48","174","261","87","122","7","19","445","177","1500000US490490002072","Block Group 2, Census Tract 2.07, Utah County, Utah"
"2127","660","0","12","417","593","0","12","363","289","87","103","0","12","1260","289","1500000US490490002081","Block Group 1, Census Tract 2.08, Utah County, Utah"
"1163","372","0","12","70","80","0","12","64","85","0","12","50","84","979","349","1500000US490490002082","Block Group 2, Census Tract 2.08, Utah County, Utah"
"1399","317","6","10","26","32","91","133","112","109","150","157","0","12","1014","301","1500000US490490002083","Block Group 3, Census Tract 2.08, Utah County, Utah"
"1974","452","171","222","29","42","119","167","258","318","12","20","0","12","1385","333","1500000US490490004001","Block Group 1, Census Tract 4, Utah County, Utah"
"688","323","0","12","14","23","0","12","0","12","96","119","0","12","578","301","1500000US490490004002","Block Group 2, Census Tract 4, Utah County, Utah"
"1715","427","20","32","42","51","156","235","12","20","81","104","61","63","1343","428","1500000US490490004003","Block Group 3, Census Tract 4, Utah County, Utah"
"1410","325","43","72","0","12","0","12","0","12","80","90","224","243","1063","317","1500000US490490005041","Block Group 1, Census Tract 5.04, Utah County, Utah"
"1093","306","14","16","28","24","22","33","0","12","83","81","178","179","768","266","1500000US490490005042","Block Group 2, Census Tract 5.04, Utah County, Utah"
"1816","385","78","82","32","32","104","92","0","12","134","84","0","12","1468","368","1500000US490490005043","Block Group 3, Census Tract 5.04, Utah County, Utah"
"1353","200","19","20","4","7","41","58","233","187","17","17","16","21","1023","178","1500000US490490005051","Block Group 1, Census Tract 5.05, Utah County, Utah"
"1044","629","0","12","6","9","0","12","0","12","0","12","12","16","1026","630","1500000US490490005052","Block Group 2, Census Tract 5.05, Utah County, Utah"
"977","234","48","60","71","86","0","12","5","8","17","24","57","79","779","225","1500000US490490005053","Block Group 3, Census Tract 5.05, Utah County, Utah"
"2124","384","0","12","10","16","0","12","294","297","35","35","13","19","1772","442","1500000US490490005061","Block Group 1, Census Tract 5.06, Utah County, Utah"
"1803","618","21","31","0","12","251","196","0","12","30","50","0","12","1501","599","1500000US490490005062","Block Group 2, Census Tract 5.06, Utah County, Utah"
"922","178","19","27","15","21","0","12","4","6","168","135","0","12","716","161","1500000US490490005071","Block Group 1, Census Tract 5.07, Utah County, Utah"
"1520","293","41","40","0","12","80","90","124","122","0","12","32","48","1243","278","1500000US490490005072","Block Group 2, Census Tract 5.07, Utah County, Utah"
"2092","534","108","139","25","41","221","218","58","92","174","149","157","158","1349","523","1500000US490490005081","Block Group 1, Census Tract 5.08, Utah County, Utah"
"1588","462","32","38","0","12","55","39","0","12","102","105","0","12","1399","463","1500000US490490005082","Block Group 2, Census Tract 5.08, Utah County, Utah"
"1424","343","111","75","12","20","42","53","24","32","116","98","12","19","1107","280","1500000US490490005083","Block Group 3, Census Tract 5.08, Utah County, Utah"
"2764","888","321","384","165","163","26","33","147","212","249","215","95","105","1761","866","1500000US490490005101","Block Group 1, Census Tract 5.10, Utah County, Utah"
"987","526","21","34","40","65","21","34","0","12","0","12","0","12","905","547","1500000US490490005102","Block Group 2, Census Tract 5.10, Utah County, Utah"
"330","187","57","90","0","12","0","12","28","46","89","85","0","12","156","176","1500000US490490005103","Block Group 3, Census Tract 5.10, Utah County, Utah"
"2182","592","150","155","109","105","187","194","441","379","279","248","0","12","1016","295","1500000US490490005111","Block Group 1, Census Tract 5.11, Utah County, Utah"
"726","328","89","93","55","86","0","12","120","122","145","214","0","12","317","167","1500000US490490005112","Block Group 2, Census Tract 5.11, Utah County, Utah"
