"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"404","51","386","53","0","12","27","27","182","37","129","47","41","19","7","10","18","20","0","12","0","12","14","19","4","6","0","12","0","12","1500000US490351126151","Block Group 1, Census Tract 1126.15, Salt Lake County, Utah"
"364","115","339","115","0","12","17","14","170","46","49","22","103","112","0","12","25","23","0","12","19","21","0","12","6","8","0","12","0","12","1500000US490351126152","Block Group 2, Census Tract 1126.15, Salt Lake County, Utah"
"452","86","434","88","0","12","27","27","228","87","95","51","38","27","46","25","18","21","0","12","12","18","6","11","0","12","0","12","0","12","1500000US490351126161","Block Group 1, Census Tract 1126.16, Salt Lake County, Utah"
"344","69","313","71","0","12","27","26","223","68","63","38","0","12","0","12","31","33","9","14","0","12","0","12","22","31","0","12","0","12","1500000US490351126162","Block Group 2, Census Tract 1126.16, Salt Lake County, Utah"
"540","92","468","90","6","10","39","31","272","82","66","37","78","60","7","11","72","49","61","48","11","15","0","12","0","12","0","12","0","12","1500000US490351126163","Block Group 3, Census Tract 1126.16, Salt Lake County, Utah"
"286","56","286","56","0","12","0","12","142","56","100","53","44","47","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351126171","Block Group 1, Census Tract 1126.17, Salt Lake County, Utah"
"386","87","376","85","0","12","33","40","147","78","165","72","19","29","12","20","10","17","0","12","0","12","0","12","10","17","0","12","0","12","1500000US490351126172","Block Group 2, Census Tract 1126.17, Salt Lake County, Utah"
"319","53","304","47","0","12","38","34","165","64","93","39","8","13","0","12","15","26","0","12","0","12","15","26","0","12","0","12","0","12","1500000US490351126173","Block Group 3, Census Tract 1126.17, Salt Lake County, Utah"
"647","97","456","94","20","22","125","61","135","65","121","52","39","25","16","13","191","86","0","12","83","54","65","43","43","51","0","12","0","12","1500000US490351126181","Block Group 1, Census Tract 1126.18, Salt Lake County, Utah"
"569","73","483","74","20","23","89","41","193","69","129","52","41","41","11","17","86","62","0","12","0","12","59","49","0","12","27","41","0","12","1500000US490351126182","Block Group 2, Census Tract 1126.18, Salt Lake County, Utah"
"363","67","346","63","0","12","48","40","131","52","73","51","82","42","12","18","17","23","0","12","13","21","4","9","0","12","0","12","0","12","1500000US490351126191","Block Group 1, Census Tract 1126.19, Salt Lake County, Utah"
"664","134","614","141","5","9","92","88","358","102","152","58","7","14","0","12","50","46","0","12","0","12","10","16","0","12","40","45","0","12","1500000US490351126192","Block Group 2, Census Tract 1126.19, Salt Lake County, Utah"
"399","100","399","100","61","68","136","68","98","47","89","83","15","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351126201","Block Group 1, Census Tract 1126.20, Salt Lake County, Utah"
"368","106","324","111","0","12","114","66","116","69","94","78","0","12","0","12","44","53","0","12","0","12","44","53","0","12","0","12","0","12","1500000US490351126202","Block Group 2, Census Tract 1126.20, Salt Lake County, Utah"
"285","170","255","168","0","12","11","17","64","78","159","150","21","29","0","12","30","34","0","12","0","12","12","22","18","27","0","12","0","12","1500000US490351126203","Block Group 3, Census Tract 1126.20, Salt Lake County, Utah"
"355","142","305","124","0","12","38","40","187","91","71","75","9","33","0","12","50","66","14","31","36","61","0","12","0","12","0","12","0","12","1500000US490351126211","Block Group 1, Census Tract 1126.21, Salt Lake County, Utah"
"1040","364","408","318","17","27","331","309","60","72","0","12","0","12","0","12","632","204","62","98","138","131","348","170","84","92","0","12","0","12","1500000US490351126212","Block Group 2, Census Tract 1126.21, Salt Lake County, Utah"
"959","198","324","111","0","12","183","104","141","89","0","12","0","12","0","12","635","173","18","28","210","134","353","160","54","60","0","12","0","12","1500000US490351126213","Block Group 3, Census Tract 1126.21, Salt Lake County, Utah"
"213","68","192","71","8","13","23","28","106","57","30","47","25","28","0","12","21","25","0","12","0","12","21","25","0","12","0","12","0","12","1500000US490351127001","Block Group 1, Census Tract 1127, Salt Lake County, Utah"
"258","74","187","71","0","12","82","53","77","53","12","20","16","30","0","12","71","42","0","12","57","42","14","21","0","12","0","12","0","12","1500000US490351127002","Block Group 2, Census Tract 1127, Salt Lake County, Utah"
"554","273","243","101","0","12","98","50","101","90","24","40","20","28","0","12","311","258","47","58","36","33","228","248","0","12","0","12","0","12","1500000US490351127003","Block Group 3, Census Tract 1127, Salt Lake County, Utah"
"712","140","519","119","23","35","109","70","210","83","101","63","19","22","57","65","193","79","0","12","120","46","17","22","40","50","16","27","0","12","1500000US490351127004","Block Group 4, Census Tract 1127, Salt Lake County, Utah"
"395","68","267","63","17","28","0","12","167","56","41","29","15","23","27","27","128","58","25","36","66","42","23","27","14","22","0","12","0","12","1500000US490351128041","Block Group 1, Census Tract 1128.04, Salt Lake County, Utah"
"470","81","389","78","0","12","72","62","192","73","48","35","56","59","21","25","81","54","0","12","16","24","37","42","22","25","6","10","0","12","1500000US490351128042","Block Group 2, Census Tract 1128.04, Salt Lake County, Utah"
"437","70","401","78","0","12","60","59","167","63","136","62","27","24","11","17","36","40","0","12","20","29","16","25","0","12","0","12","0","12","1500000US490351128043","Block Group 3, Census Tract 1128.04, Salt Lake County, Utah"
"408","85","343","85","0","12","7","11","215","76","78","53","43","28","0","12","65","49","38","35","0","12","27","35","0","12","0","12","0","12","1500000US490351128044","Block Group 4, Census Tract 1128.04, Salt Lake County, Utah"
"597","98","559","101","0","12","54","43","222","101","146","47","119","56","18","29","38","38","0","12","0","12","8","13","30","35","0","12","0","12","1500000US490351128051","Block Group 1, Census Tract 1128.05, Salt Lake County, Utah"
"556","98","483","98","0","12","26","25","279","97","124","56","46","32","8","12","73","52","23","26","29","35","10","15","11","17","0","12","0","12","1500000US490351128052","Block Group 2, Census Tract 1128.05, Salt Lake County, Utah"
"341","67","305","66","0","12","31","29","144","58","82","52","48","30","0","12","36","36","0","12","0","12","11","18","18","30","7","11","0","12","1500000US490351128053","Block Group 3, Census Tract 1128.05, Salt Lake County, Utah"
"317","51","280","58","0","12","46","33","140","61","48","35","36","33","10","17","37","44","0","12","0","12","28","42","9","15","0","12","0","12","1500000US490351128121","Block Group 1, Census Tract 1128.12, Salt Lake County, Utah"
"522","86","432","90","21","23","122","61","228","85","30","28","21","23","10","15","90","62","48","51","24","25","11","18","0","12","7","12","0","12","1500000US490351128122","Block Group 2, Census Tract 1128.12, Salt Lake County, Utah"
"504","102","466","104","0","12","31","24","289","99","126","67","10","17","10","15","38","30","0","12","11","18","19","21","0","12","8","14","0","12","1500000US490351128123","Block Group 3, Census Tract 1128.12, Salt Lake County, Utah"
"462","88","412","91","10","16","44","28","99","54","185","93","56","53","18","19","50","41","27","40","0","12","0","12","23","26","0","12","0","12","1500000US490351128124","Block Group 4, Census Tract 1128.12, Salt Lake County, Utah"
"375","75","366","74","0","12","20","22","120","47","196","69","18","20","12","18","9","15","0","12","9","15","0","12","0","12","0","12","0","12","1500000US490351128131","Block Group 1, Census Tract 1128.13, Salt Lake County, Utah"
"397","58","381","61","0","12","61","28","213","63","41","37","40","26","26","23","16","17","0","12","0","12","0","12","16","17","0","12","0","12","1500000US490351128132","Block Group 2, Census Tract 1128.13, Salt Lake County, Utah"
"417","69","408","71","9","14","57","36","177","79","103","40","32","24","30","28","9","15","0","12","9","15","0","12","0","12","0","12","0","12","1500000US490351128133","Block Group 3, Census Tract 1128.13, Salt Lake County, Utah"
"373","96","361","95","6","10","21","24","158","61","155","105","13","16","8","14","12","17","0","12","0","12","0","12","12","17","0","12","0","12","1500000US490351128134","Block Group 4, Census Tract 1128.13, Salt Lake County, Utah"
"867","135","824","134","41","46","138","106","314","96","165","57","89","53","77","49","43","40","19","31","19","23","5","8","0","12","0","12","0","12","1500000US490351128141","Block Group 1, Census Tract 1128.14, Salt Lake County, Utah"
"734","195","695","195","0","12","154","180","235","74","144","61","111","52","51","44","39","38","0","12","0","12","21","32","9","14","0","12","9","14","1500000US490351128142","Block Group 2, Census Tract 1128.14, Salt Lake County, Utah"
"655","80","638","78","0","12","79","55","260","75","214","74","65","41","20","23","17","17","0","12","0","12","10","14","7","11","0","12","0","12","1500000US490351128151","Block Group 1, Census Tract 1128.15, Salt Lake County, Utah"
"416","101","416","101","0","12","27","24","170","63","120","87","62","65","37","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351128152","Block Group 2, Census Tract 1128.15, Salt Lake County, Utah"
"441","85","441","85","21","32","8","14","180","71","153","55","36","30","43","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351128153","Block Group 3, Census Tract 1128.15, Salt Lake County, Utah"
"497","83","458","71","10","16","20","27","149","62","187","67","62","41","30","28","39","44","0","12","11","17","28","42","0","12","0","12","0","12","1500000US490351128161","Block Group 1, Census Tract 1128.16, Salt Lake County, Utah"
"302","71","266","71","0","12","19","20","99","67","93","57","29","29","26","25","36","35","0","12","0","12","24","28","12","20","0","12","0","12","1500000US490351128162","Block Group 2, Census Tract 1128.16, Salt Lake County, Utah"
"1070","206","694","179","0","12","102","54","362","185","150","54","59","35","21","17","376","135","52","48","219","111","97","64","8","14","0","12","0","12","1500000US490351128163","Block Group 3, Census Tract 1128.16, Salt Lake County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351128181","Block Group 1, Census Tract 1128.18, Salt Lake County, Utah"
"266","67","236","63","21","33","27","40","43","36","90","54","37","29","18","20","30","26","0","12","13","19","9","14","0","12","8","12","0","12","1500000US490351128211","Block Group 1, Census Tract 1128.21, Salt Lake County, Utah"
"863","217","803","219","46","56","61","40","296","206","132","78","200","89","68","45","60","53","0","12","0","12","60","53","0","12","0","12","0","12","1500000US490351128212","Block Group 2, Census Tract 1128.21, Salt Lake County, Utah"
"445","90","396","95","0","12","25","26","145","69","171","75","34","27","21","20","49","44","0","12","26","32","13","21","10","15","0","12","0","12","1500000US490351128213","Block Group 3, Census Tract 1128.21, Salt Lake County, Utah"
"337","63","326","66","0","12","52","59","154","57","110","47","10","18","0","12","11","18","0","12","11","18","0","12","0","12","0","12","0","12","1500000US490351128214","Block Group 4, Census Tract 1128.21, Salt Lake County, Utah"
"673","116","478","106","0","12","118","60","189","67","65","33","57","41","49","68","195","71","98","48","52","32","45","47","0","12","0","12","0","12","1500000US490351128221","Block Group 1, Census Tract 1128.22, Salt Lake County, Utah"
"626","128","338","89","18","19","98","62","160","77","47","43","15","17","0","12","288","107","8","15","105","59","137","89","38","48","0","12","0","12","1500000US490351128222","Block Group 2, Census Tract 1128.22, Salt Lake County, Utah"
"376","86","272","74","0","12","41","40","184","73","42","35","5","9","0","12","104","57","55","39","26","23","23","35","0","12","0","12","0","12","1500000US490351128223","Block Group 3, Census Tract 1128.22, Salt Lake County, Utah"
"421","88","324","83","0","12","73","45","164","73","76","44","11","18","0","12","97","62","0","12","46","45","45","42","6","10","0","12","0","12","1500000US490351128231","Block Group 1, Census Tract 1128.23, Salt Lake County, Utah"
"571","145","381","90","0","12","101","79","105","53","132","64","43","32","0","12","190","116","6","10","0","12","174","116","10","16","0","12","0","12","1500000US490351128232","Block Group 2, Census Tract 1128.23, Salt Lake County, Utah"
