"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"824","182","317","92","0","12","15","25","233","88","25","31","44","42","0","12","507","172","11","17","138","83","249","117","109","150","0","12","0","12","1500000US490351111072","Block Group 2, Census Tract 1111.07, Salt Lake County, Utah"
"752","177","689","195","0","12","226","156","246","102","141","85","55","69","21","26","63","61","0","12","21","32","42","53","0","12","0","12","0","12","1500000US490351111081","Block Group 1, Census Tract 1111.08, Salt Lake County, Utah"
"391","90","355","100","26","39","140","84","94","68","75","55","19","31","1","10","36","41","0","12","0","12","0","12","36","41","0","12","0","12","1500000US490351111082","Block Group 2, Census Tract 1111.08, Salt Lake County, Utah"
"653","130","555","119","0","12","211","115","211","82","80","53","53","52","0","12","98","81","69","79","18","30","0","12","0","12","11","17","0","12","1500000US490351111091","Block Group 1, Census Tract 1111.09, Salt Lake County, Utah"
"739","171","662","174","16","24","318","133","254","124","38","34","23","37","13","21","77","57","22","34","37","44","18","29","0","12","0","12","0","12","1500000US490351111092","Block Group 2, Census Tract 1111.09, Salt Lake County, Utah"
"476","123","371","119","86","103","90","59","121","54","74","44","0","12","0","12","105","63","12","18","8","12","56","54","0","12","29","35","0","12","1500000US490351112011","Block Group 1, Census Tract 1112.01, Salt Lake County, Utah"
"670","151","310","73","0","12","100","52","114","52","57","54","0","12","39","38","360","151","12","17","210","150","102","53","26","42","0","12","10","17","1500000US490351112012","Block Group 2, Census Tract 1112.01, Salt Lake County, Utah"
"213","72","165","41","0","12","20","19","83","41","52","31","10","16","0","12","48","70","0","12","0","12","0","12","0","12","0","12","48","70","1500000US490351112021","Block Group 1, Census Tract 1112.02, Salt Lake County, Utah"
"464","84","292","61","11","18","45","29","107","47","100","51","29","25","0","12","172","84","0","12","88","67","76","58","8","12","0","12","0","12","1500000US490351112022","Block Group 2, Census Tract 1112.02, Salt Lake County, Utah"
"405","83","260","68","0","12","96","49","122","54","30","24","3","7","9","13","145","75","61","48","28","20","40","49","16","13","0","12","0","12","1500000US490351112023","Block Group 3, Census Tract 1112.02, Salt Lake County, Utah"
"504","132","195","110","9","14","115","110","66","46","0","12","5","9","0","12","309","94","0","12","152","84","112","63","11","17","34","46","0","12","1500000US490351112024","Block Group 4, Census Tract 1112.02, Salt Lake County, Utah"
"615","129","545","133","0","12","153","93","326","139","40","41","0","12","26","37","70","58","0","12","0","12","21","34","29","32","20","30","0","12","1500000US490351113021","Block Group 1, Census Tract 1113.02, Salt Lake County, Utah"
"660","130","623","126","0","12","110","93","294","91","181","111","11","19","27","40","37","46","0","12","0","12","0","12","37","46","0","12","0","12","1500000US490351113022","Block Group 2, Census Tract 1113.02, Salt Lake County, Utah"
"459","109","405","115","0","12","65","42","110","65","182","103","33","37","15","26","54","42","8","14","30","36","16","25","0","12","0","12","0","12","1500000US490351113023","Block Group 3, Census Tract 1113.02, Salt Lake County, Utah"
"381","123","346","118","0","12","30","47","226","119","72","53","18","29","0","12","35","33","0","12","26","28","9","15","0","12","0","12","0","12","1500000US490351113024","Block Group 4, Census Tract 1113.02, Salt Lake County, Utah"
"488","110","397","87","0","12","43","29","212","77","77","63","65","36","0","12","91","87","0","12","9","16","82","85","0","12","0","12","0","12","1500000US490351113041","Block Group 1, Census Tract 1113.04, Salt Lake County, Utah"
"737","104","543","85","7","12","49","32","314","85","117","61","44","32","12","18","194","82","0","12","76","53","80","63","38","42","0","12","0","12","1500000US490351113042","Block Group 2, Census Tract 1113.04, Salt Lake County, Utah"
"759","122","604","106","21","22","89","41","271","87","185","79","25","23","13","16","155","95","16","18","7","12","108","92","24","34","0","12","0","12","1500000US490351113051","Block Group 1, Census Tract 1113.05, Salt Lake County, Utah"
"714","93","605","91","8","13","115","61","338","93","113","59","17","17","14","19","109","66","0","12","40","48","32","24","0","12","37","45","0","12","1500000US490351113052","Block Group 2, Census Tract 1113.05, Salt Lake County, Utah"
"684","74","221","52","8","15","9","14","117","50","87","63","0","12","0","12","463","65","0","12","216","73","216","84","31","37","0","12","0","12","1500000US490351113061","Block Group 1, Census Tract 1113.06, Salt Lake County, Utah"
"234","55","234","55","0","12","39","29","113","56","71","47","5","9","6","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351113062","Block Group 2, Census Tract 1113.06, Salt Lake County, Utah"
"468","128","262","119","0","12","125","94","31","34","106","88","0","12","0","12","206","87","15","24","75","52","101","65","0","12","15","25","0","12","1500000US490351114001","Block Group 1, Census Tract 1114, Salt Lake County, Utah"
"296","107","126","69","0","12","18","29","52","37","21","35","10","18","25","44","170","89","17","28","77","83","28","43","31","36","17","28","0","12","1500000US490351114002","Block Group 2, Census Tract 1114, Salt Lake County, Utah"
"714","175","345","138","0","12","127","101","167","100","32","32","0","12","19","31","369","146","52","70","182","133","135","91","0","12","0","12","0","12","1500000US490351114003","Block Group 3, Census Tract 1114, Salt Lake County, Utah"
"565","143","159","87","0","12","37","36","105","81","17","26","0","12","0","12","406","145","17","26","281","126","68","68","40","59","0","12","0","12","1500000US490351114004","Block Group 4, Census Tract 1114, Salt Lake County, Utah"
"271","119","107","54","0","12","69","45","19","30","18","26","1","10","0","12","164","124","10","15","72","90","71","80","11","20","0","12","0","12","1500000US490351114005","Block Group 5, Census Tract 1114, Salt Lake County, Utah"
"406","144","119","68","25","34","76","56","18","30","0","12","0","12","0","12","287","142","77","90","138","113","64","61","8","14","0","12","0","12","1500000US490351114006","Block Group 6, Census Tract 1114, Salt Lake County, Utah"
"838","86","219","46","5","8","145","52","45","33","11","12","13","20","0","12","619","86","90","43","345","86","159","66","25","21","0","12","0","12","1500000US490351115001","Block Group 1, Census Tract 1115, Salt Lake County, Utah"
"525","146","349","137","0","12","119","79","154","102","76","63","0","12","0","12","176","102","22","41","36","44","118","98","0","12","0","12","0","12","1500000US490351116011","Block Group 1, Census Tract 1116.01, Salt Lake County, Utah"
"800","190","58","65","0","12","58","65","0","12","0","12","0","12","0","12","742","183","135","86","444","175","145","97","18","30","0","12","0","12","1500000US490351116012","Block Group 2, Census Tract 1116.01, Salt Lake County, Utah"
"544","117","0","12","0","12","0","12","0","12","0","12","0","12","0","12","544","117","153","95","311","124","80","58","0","12","0","12","0","12","1500000US490351116021","Block Group 1, Census Tract 1116.02, Salt Lake County, Utah"
"1014","251","437","181","0","12","247","145","152","143","38","40","0","12","0","12","577","205","13","21","511","201","15","23","0","12","38","43","0","12","1500000US490351116022","Block Group 2, Census Tract 1116.02, Salt Lake County, Utah"
"155","68","21","36","0","12","0","12","0","12","0","12","21","36","0","12","134","70","50","39","0","12","40","49","0","12","0","12","44","60","1500000US490351116023","Block Group 3, Census Tract 1116.02, Salt Lake County, Utah"
"429","126","126","88","0","12","78","70","35","42","13","21","0","12","0","12","303","138","90","78","106","85","75","79","32","46","0","12","0","12","1500000US490351117011","Block Group 1, Census Tract 1117.01, Salt Lake County, Utah"
"883","198","328","118","16","27","74","47","112","69","104","90","22","38","0","12","555","196","0","12","342","163","127","93","86","117","0","12","0","12","1500000US490351117012","Block Group 2, Census Tract 1117.01, Salt Lake County, Utah"
"707","204","223","78","0","12","69","52","121","76","33","39","0","12","0","12","484","209","150","125","122","153","156","94","56","78","0","12","0","12","1500000US490351117013","Block Group 3, Census Tract 1117.01, Salt Lake County, Utah"
"460","112","303","91","0","12","57","47","147","70","59","47","40","31","0","12","157","73","17","26","27","31","74","56","16","21","23","35","0","12","1500000US490351117021","Block Group 1, Census Tract 1117.02, Salt Lake County, Utah"
"393","129","121","50","0","12","44","36","77","44","0","12","0","12","0","12","272","128","30","28","182","119","29","36","17","20","14","26","0","12","1500000US490351117022","Block Group 2, Census Tract 1117.02, Salt Lake County, Utah"
"439","125","314","112","22","25","68","52","134","57","43","67","14","16","33","51","125","72","0","12","18","21","73","52","34","49","0","12","0","12","1500000US490351117023","Block Group 3, Census Tract 1117.02, Salt Lake County, Utah"
"467","115","126","53","0","12","27","24","60","45","39","39","0","12","0","12","341","117","22","18","128","87","98","68","93","70","0","12","0","12","1500000US490351117024","Block Group 4, Census Tract 1117.02, Salt Lake County, Utah"
"810","168","543","185","0","12","137","78","242","150","114","82","50","61","0","12","267","110","0","12","57","54","125","92","20","34","0","12","65","90","1500000US490351118011","Block Group 1, Census Tract 1118.01, Salt Lake County, Utah"
"681","178","291","101","0","12","162","89","129","84","0","12","0","12","0","12","390","155","14","24","179","121","131","116","53","65","13","20","0","12","1500000US490351118012","Block Group 2, Census Tract 1118.01, Salt Lake County, Utah"
"363","128","126","63","0","12","126","63","0","12","0","12","0","12","0","12","237","124","90","79","76","69","71","62","0","12","0","12","0","12","1500000US490351118013","Block Group 3, Census Tract 1118.01, Salt Lake County, Utah"
"401","106","347","111","72","49","174","102","40","41","15","25","46","47","0","12","54","48","0","12","19","23","24","36","0","12","0","12","11","18","1500000US490351118014","Block Group 4, Census Tract 1118.01, Salt Lake County, Utah"
"587","120","346","100","0","12","103","69","161","82","66","52","16","21","0","12","241","102","7","11","24","27","178","101","32","27","0","12","0","12","1500000US490351118021","Block Group 1, Census Tract 1118.02, Salt Lake County, Utah"
"728","131","329","122","16","24","166","97","100","64","13","17","0","12","34","37","399","105","111","64","146","66","135","84","7","11","0","12","0","12","1500000US490351118022","Block Group 2, Census Tract 1118.02, Salt Lake County, Utah"
"551","83","358","83","10","15","176","70","103","51","64","45","5","9","0","12","193","69","48","36","85","56","53","39","7","12","0","12","0","12","1500000US490351119031","Block Group 1, Census Tract 1119.03, Salt Lake County, Utah"
"684","471","605","469","0","12","341","480","212","70","41","28","11","17","0","12","79","53","0","12","24","26","55","44","0","12","0","12","0","12","1500000US490351119032","Block Group 2, Census Tract 1119.03, Salt Lake County, Utah"
"642","90","224","64","0","12","78","42","99","56","41","34","6","11","0","12","418","77","26","24","177","75","151","71","64","64","0","12","0","12","1500000US490351119033","Block Group 3, Census Tract 1119.03, Salt Lake County, Utah"
"445","123","294","120","0","12","103","77","124","95","67","62","0","12","0","12","151","90","0","12","48","52","74","71","3","6","26","41","0","12","1500000US490351119041","Block Group 1, Census Tract 1119.04, Salt Lake County, Utah"
"694","119","412","95","21","23","182","74","151","69","22","18","36","52","0","12","282","94","155","65","54","44","73","42","0","12","0","12","0","12","1500000US490351119042","Block Group 2, Census Tract 1119.04, Salt Lake County, Utah"
"522","105","182","53","9","14","117","47","44","33","8","10","4","7","0","12","340","107","55","53","137","81","123","86","25","41","0","12","0","12","1500000US490351119043","Block Group 3, Census Tract 1119.04, Salt Lake County, Utah"
"672","113","314","103","0","12","93","50","149","63","24","24","47","56","1","3","358","79","54","57","134","73","112","67","36","51","22","35","0","12","1500000US490351119051","Block Group 1, Census Tract 1119.05, Salt Lake County, Utah"
"422","107","157","46","14","16","89","36","54","34","0","12","0","12","0","12","265","107","0","12","129","65","89","51","47","67","0","12","0","12","1500000US490351119052","Block Group 2, Census Tract 1119.05, Salt Lake County, Utah"
"436","154","150","73","10","15","31","29","104","71","5","8","0","12","0","12","286","146","12","20","228","140","46","39","0","12","0","12","0","12","1500000US490351119053","Block Group 3, Census Tract 1119.05, Salt Lake County, Utah"
"1107","222","388","151","0","12","152","139","122","61","58","47","18","25","38","51","719","181","57","60","264","116","366","161","0","12","32","48","0","12","1500000US490351119061","Block Group 1, Census Tract 1119.06, Salt Lake County, Utah"
"793","229","85","44","6","10","21","19","32","29","26","26","0","12","0","12","708","225","50","47","355","120","295","204","8","12","0","12","0","12","1500000US490351119062","Block Group 2, Census Tract 1119.06, Salt Lake County, Utah"
"518","106","392","99","18","27","62","54","159","70","110","48","43","31","0","12","126","75","20","31","49","59","57","41","0","12","0","12","0","12","1500000US490351120011","Block Group 1, Census Tract 1120.01, Salt Lake County, Utah"
"580","113","193","55","0","12","125","54","49","27","0","12","19","20","0","12","387","110","13","19","249","119","115","72","10","17","0","12","0","12","1500000US490351120012","Block Group 2, Census Tract 1120.01, Salt Lake County, Utah"
"341","104","161","70","0","12","136","72","25","22","0","12","0","12","0","12","180","85","35","47","93","66","46","47","6","10","0","12","0","12","1500000US490351120013","Block Group 3, Census Tract 1120.01, Salt Lake County, Utah"
"622","198","414","100","0","12","55","53","185","83","98","82","51","44","25","29","208","188","0","12","193","187","0","12","0","12","0","12","15","22","1500000US490351120021","Block Group 1, Census Tract 1120.02, Salt Lake County, Utah"
"358","133","195","88","16","25","62","73","88","60","13","24","16","25","0","12","163","102","11","18","32","38","66","49","54","86","0","12","0","12","1500000US490351120022","Block Group 2, Census Tract 1120.02, Salt Lake County, Utah"
"679","180","345","116","49","74","180","84","46","71","37","36","33","48","0","12","334","166","12","21","157","100","137","132","11","20","17","28","0","12","1500000US490351120023","Block Group 3, Census Tract 1120.02, Salt Lake County, Utah"
"450","128","161","83","0","12","0","12","67","60","73","66","0","12","21","34","289","117","119","93","110","86","60","50","0","12","0","12","0","12","1500000US490351120024","Block Group 4, Census Tract 1120.02, Salt Lake County, Utah"
"204","80","0","12","0","12","0","12","0","12","0","12","0","12","0","12","204","80","27","39","120","56","57","55","0","12","0","12","0","12","1500000US490351121011","Block Group 1, Census Tract 1121.01, Salt Lake County, Utah"
"285","119","98","94","0","12","39","64","9","23","0","12","50","70","0","12","187","113","18","29","103","92","66","73","0","12","0","12","0","12","1500000US490351121012","Block Group 2, Census Tract 1121.01, Salt Lake County, Utah"
"992","206","106","64","0","12","106","64","0","12","0","12","0","12","0","12","886","200","331","190","315","181","240","147","0","12","0","12","0","12","1500000US490351121013","Block Group 3, Census Tract 1121.01, Salt Lake County, Utah"
"221","143","68","64","0","12","29","51","25","31","14","22","0","12","0","12","153","141","16","28","81","131","56","64","0","12","0","12","0","12","1500000US490351121014","Block Group 4, Census Tract 1121.01, Salt Lake County, Utah"
"356","86","343","82","0","12","10","17","136","69","136","64","31","36","30","35","13","20","0","12","0","12","13","20","0","12","0","12","0","12","1500000US490351121021","Block Group 1, Census Tract 1121.02, Salt Lake County, Utah"
"503","153","124","63","0","12","69","61","21","25","19","29","15","23","0","12","379","139","0","12","104","83","275","144","0","12","0","12","0","12","1500000US490351121022","Block Group 2, Census Tract 1121.02, Salt Lake County, Utah"
"392","121","66","65","0","12","66","65","0","12","0","12","0","12","0","12","326","103","0","12","207","91","97","63","22","29","0","12","0","12","1500000US490351121023","Block Group 3, Census Tract 1121.02, Salt Lake County, Utah"
"500","119","492","118","0","12","158","93","243","87","67","40","24","30","0","12","8","15","0","12","0","12","8","15","0","12","0","12","0","12","1500000US490351121024","Block Group 4, Census Tract 1121.02, Salt Lake County, Utah"
"686","142","616","142","0","12","217","137","252","86","104","46","17","22","26","29","70","46","0","12","0","12","61","44","9","13","0","12","0","12","1500000US490351122011","Block Group 1, Census Tract 1122.01, Salt Lake County, Utah"
"602","134","590","133","11","17","53","35","179","63","198","113","111","52","38","50","12","18","0","12","0","12","0","12","0","12","12","18","0","12","1500000US490351122012","Block Group 2, Census Tract 1122.01, Salt Lake County, Utah"
"413","78","366","86","19","22","138","75","106","46","40","28","52","50","11","12","47","53","0","12","0","12","47","53","0","12","0","12","0","12","1500000US490351122013","Block Group 3, Census Tract 1122.01, Salt Lake County, Utah"
"638","155","468","143","0","12","146","119","203","90","77","38","35","28","7","11","170","88","0","12","9","15","99","71","55","50","7","11","0","12","1500000US490351122021","Block Group 1, Census Tract 1122.02, Salt Lake County, Utah"
"616","111","365","81","0","12","166","52","79","39","76","52","12","14","32","30","251","124","0","12","35","42","160","105","56","56","0","12","0","12","1500000US490351122022","Block Group 2, Census Tract 1122.02, Salt Lake County, Utah"
"409","101","281","77","0","12","162","73","87","36","15","15","17","20","0","12","128","81","0","12","77","69","16","17","35","43","0","12","0","12","1500000US490351122023","Block Group 3, Census Tract 1122.02, Salt Lake County, Utah"
"348","77","251","72","10","16","133","60","95","55","13","18","0","12","0","12","97","75","0","12","59","42","0","12","0","12","38","61","0","12","1500000US490351123011","Block Group 1, Census Tract 1123.01, Salt Lake County, Utah"
"457","88","209","58","14","16","39","30","108","53","44","39","4","7","0","12","248","81","10","14","142","72","96","44","0","12","0","12","0","12","1500000US490351123012","Block Group 2, Census Tract 1123.01, Salt Lake County, Utah"
"608","120","478","94","31","28","42","32","224","100","144","58","37","30","0","12","130","88","0","12","25","29","88","85","0","12","17","25","0","12","1500000US490351123013","Block Group 3, Census Tract 1123.01, Salt Lake County, Utah"
"394","95","394","95","12","19","58","36","135","53","134","99","48","46","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351123021","Block Group 1, Census Tract 1123.02, Salt Lake County, Utah"
"266","93","235","93","7","11","29","23","53","35","106","78","40","50","0","12","31","22","0","12","0","12","13","14","18","19","0","12","0","12","1500000US490351123022","Block Group 2, Census Tract 1123.02, Salt Lake County, Utah"
"703","93","420","82","8","13","98","47","168","56","65","44","70","56","11","20","283","66","0","12","178","59","96","55","9","15","0","12","0","12","1500000US490351123023","Block Group 3, Census Tract 1123.02, Salt Lake County, Utah"
"272","103","193","85","15","27","73","68","80","60","10","17","15","28","0","12","79","68","0","12","28","42","36","54","7","13","8","13","0","12","1500000US490351124021","Block Group 1, Census Tract 1124.02, Salt Lake County, Utah"
"473","127","209","106","0","12","24","41","63","72","122","78","0","12","0","12","264","108","0","12","153","94","111","77","0","12","0","12","0","12","1500000US490351124022","Block Group 2, Census Tract 1124.02, Salt Lake County, Utah"
"830","175","392","159","0","12","19","33","275","156","61","60","14","24","23","39","438","139","28","45","174","101","199","115","37","51","0","12","0","12","1500000US490351124023","Block Group 3, Census Tract 1124.02, Salt Lake County, Utah"
"727","213","224","117","0","12","86","66","19","32","91","98","28","30","0","12","503","220","84","93","210","93","194","185","15","26","0","12","0","12","1500000US490351124024","Block Group 4, Census Tract 1124.02, Salt Lake County, Utah"
"331","141","0","12","0","12","0","12","0","12","0","12","0","12","0","12","331","141","16","18","234","132","43","35","16","17","22","32","0","12","1500000US490351124041","Block Group 1, Census Tract 1124.04, Salt Lake County, Utah"
"338","89","162","66","0","12","85","59","63","47","11","17","0","12","3","7","176","73","0","12","84","48","92","63","0","12","0","12","0","12","1500000US490351124042","Block Group 2, Census Tract 1124.04, Salt Lake County, Utah"
"742","205","249","62","27","28","32","30","112","52","48","44","30","21","0","12","493","192","35","42","354","202","104","47","0","12","0","12","0","12","1500000US490351124043","Block Group 3, Census Tract 1124.04, Salt Lake County, Utah"
"421","95","12","19","0","12","0","12","0","12","12","19","0","12","0","12","409","95","112","73","170","63","117","59","10","15","0","12","0","12","1500000US490351124044","Block Group 4, Census Tract 1124.04, Salt Lake County, Utah"
"2276","238","388","108","0","17","172","75","185","90","31","41","0","17","0","17","1888","239","155","104","933","231","700","168","100","108","0","17","0","17","1500000US490351124051","Block Group 1, Census Tract 1124.05, Salt Lake County, Utah"
"30","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","30","51","0","12","30","51","0","12","0","12","0","12","0","12","1500000US490351124052","Block Group 2, Census Tract 1124.05, Salt Lake County, Utah"
"464","131","181","104","0","12","41","47","30","35","84","97","0","12","26","41","283","117","62","76","121","64","100","87","0","12","0","12","0","12","1500000US490351124061","Block Group 1, Census Tract 1124.06, Salt Lake County, Utah"
"503","221","71","92","0","12","0","12","71","92","0","12","0","12","0","12","432","212","25","40","315","227","92","97","0","12","0","12","0","12","1500000US490351124062","Block Group 2, Census Tract 1124.06, Salt Lake County, Utah"
"258","114","114","77","0","12","63","57","12","19","39","59","0","12","0","12","144","108","0","12","81","87","22","34","41","63","0","12","0","12","1500000US490351124063","Block Group 3, Census Tract 1124.06, Salt Lake County, Utah"
"306","98","276","91","9","15","159","76","79","54","29","27","0","12","0","12","30","28","20","23","0","12","10","15","0","12","0","12","0","12","1500000US490351125011","Block Group 1, Census Tract 1125.01, Salt Lake County, Utah"
"678","117","494","113","52","69","96","60","272","80","67","44","7","13","0","12","184","72","16","23","9","15","90","57","41","34","28","41","0","12","1500000US490351125012","Block Group 2, Census Tract 1125.01, Salt Lake County, Utah"
"522","107","334","107","11","17","125","66","119","66","57","47","22","29","0","12","188","69","52","44","28","24","83","45","15","16","10","14","0","12","1500000US490351125013","Block Group 3, Census Tract 1125.01, Salt Lake County, Utah"
"541","102","393","81","10","15","103","53","194","71","70","58","16","25","0","12","148","71","0","12","91","59","48","34","0","12","9","14","0","12","1500000US490351125031","Block Group 1, Census Tract 1125.03, Salt Lake County, Utah"
"413","96","359","94","7","12","108","58","146","64","64","46","34","44","0","12","54","38","0","12","27","24","12","19","2","7","13","20","0","12","1500000US490351125032","Block Group 2, Census Tract 1125.03, Salt Lake County, Utah"
"667","153","487","131","9","13","192","62","200","113","86","68","0","12","0","12","180","101","0","12","84","86","57","34","24","28","15","24","0","12","1500000US490351125033","Block Group 3, Census Tract 1125.03, Salt Lake County, Utah"
"273","80","226","90","9","14","36","29","94","41","80","85","7","17","0","12","47","34","0","12","0","12","47","34","0","12","0","12","0","12","1500000US490351125034","Block Group 4, Census Tract 1125.03, Salt Lake County, Utah"
"490","124","351","85","21","25","124","83","154","77","52","37","0","12","0","12","139","110","0","12","63","75","76","96","0","12","0","12","0","12","1500000US490351125041","Block Group 1, Census Tract 1125.04, Salt Lake County, Utah"
"400","162","24","23","0","12","10","16","14","24","0","12","0","12","0","12","376","161","86","119","162","104","96","64","32","50","0","12","0","12","1500000US490351125042","Block Group 2, Census Tract 1125.04, Salt Lake County, Utah"
"295","123","95","66","0","12","46","43","49","50","0","12","0","12","0","12","200","120","0","12","86","83","114","86","0","12","0","12","0","12","1500000US490351125043","Block Group 3, Census Tract 1125.04, Salt Lake County, Utah"
"620","195","279","166","0","12","219","149","42","69","18","29","0","12","0","12","341","135","0","12","160","126","159","90","22","36","0","12","0","12","1500000US490351125051","Block Group 1, Census Tract 1125.05, Salt Lake County, Utah"
"235","114","23","36","0","12","0","12","0","12","0","12","0","12","23","36","212","108","23","39","121","107","68","76","0","12","0","12","0","12","1500000US490351125052","Block Group 2, Census Tract 1125.05, Salt Lake County, Utah"
"245","167","104","158","0","12","104","158","0","12","0","12","0","12","0","12","141","87","0","12","55","61","68","63","18","29","0","12","0","12","1500000US490351125053","Block Group 3, Census Tract 1125.05, Salt Lake County, Utah"
"505","158","420","167","0","12","29","37","297","161","94","66","0","12","0","12","85","73","0","12","56","73","29","33","0","12","0","12","0","12","1500000US490351125054","Block Group 4, Census Tract 1125.05, Salt Lake County, Utah"
"390","77","366","78","0","12","72","52","185","66","51","37","43","39","15","20","24","25","0","12","10","17","14","18","0","12","0","12","0","12","1500000US490351126041","Block Group 1, Census Tract 1126.04, Salt Lake County, Utah"
"389","73","365","72","9","14","98","49","197","61","27","25","22","24","12","19","24","21","0","12","0","12","16","18","8","13","0","12","0","12","1500000US490351126042","Block Group 2, Census Tract 1126.04, Salt Lake County, Utah"
"362","84","348","83","29","36","12","15","179","74","92","56","36","32","0","12","14","22","0","12","0","12","14","22","0","12","0","12","0","12","1500000US490351126043","Block Group 3, Census Tract 1126.04, Salt Lake County, Utah"
"332","74","305","80","0","12","62","45","147","64","32","28","38","40","26","36","27","23","0","12","0","12","15","17","12","15","0","12","0","12","1500000US490351126044","Block Group 4, Census Tract 1126.04, Salt Lake County, Utah"
"315","67","289","69","0","12","23","16","80","45","115","54","50","40","21","26","26","26","0","12","7","12","0","12","19","24","0","12","0","12","1500000US490351126081","Block Group 1, Census Tract 1126.08, Salt Lake County, Utah"
"481","89","439","82","0","12","30","24","293","72","65","52","25","20","26","41","42","50","0","12","0","12","0","12","42","50","0","12","0","12","1500000US490351126082","Block Group 2, Census Tract 1126.08, Salt Lake County, Utah"
"424","128","303","66","0","12","32","23","120","58","85","41","51","39","15","24","121","102","0","12","7","12","88","93","0","12","0","12","26","42","1500000US490351126083","Block Group 3, Census Tract 1126.08, Salt Lake County, Utah"
"468","189","443","183","0","12","163","175","113","48","132","74","25","28","10","15","25","40","0","12","0","12","25","40","0","12","0","12","0","12","1500000US490351126084","Block Group 4, Census Tract 1126.08, Salt Lake County, Utah"
"672","94","644","91","0","12","71","39","394","101","118","50","53","36","8","14","28","27","0","12","22","25","6","9","0","12","0","12","0","12","1500000US490351126091","Block Group 1, Census Tract 1126.09, Salt Lake County, Utah"
"519","90","427","94","38","48","76","50","126","46","89","56","51","49","47","41","92","59","0","12","0","12","52","47","31","27","9","14","0","12","1500000US490351126092","Block Group 2, Census Tract 1126.09, Salt Lake County, Utah"
"483","78","416","79","12","17","41","33","237","69","54","33","46","32","26","39","67","58","0","12","0","12","20","22","47","53","0","12","0","12","1500000US490351126093","Block Group 3, Census Tract 1126.09, Salt Lake County, Utah"
"634","154","291","97","0","12","35","31","79","53","111","63","66","72","0","12","343","126","24","27","230","115","46","33","43","65","0","12","0","12","1500000US490351126101","Block Group 1, Census Tract 1126.10, Salt Lake County, Utah"
"313","73","286","69","0","12","95","61","62","38","57","45","72","58","0","12","27","34","19","32","8","14","0","12","0","12","0","12","0","12","1500000US490351126102","Block Group 2, Census Tract 1126.10, Salt Lake County, Utah"
"1259","207","815","170","0","12","240","114","428","141","80","73","67","65","0","12","444","178","37","44","179","145","160","100","48","73","20","31","0","12","1500000US490351126103","Block Group 3, Census Tract 1126.10, Salt Lake County, Utah"
"432","105","357","86","0","12","65","53","182","64","64","48","46","74","0","12","75","76","0","12","45","69","30","35","0","12","0","12","0","12","1500000US490351126111","Block Group 1, Census Tract 1126.11, Salt Lake County, Utah"
"632","114","599","114","0","12","51","48","322","96","121","70","105","90","0","12","33","39","0","12","33","39","0","12","0","12","0","12","0","12","1500000US490351126112","Block Group 2, Census Tract 1126.11, Salt Lake County, Utah"
"528","168","468","170","15","23","40","63","115","51","281","168","17","27","0","12","60","37","0","12","19","30","15","25","16","26","0","12","10","17","1500000US490351126113","Block Group 3, Census Tract 1126.11, Salt Lake County, Utah"
"845","333","287","95","0","12","0","12","181","78","94","64","0","12","12","21","558","323","0","12","398","317","146","109","14","22","0","12","0","12","1500000US490351126114","Block Group 4, Census Tract 1126.11, Salt Lake County, Utah"
"735","108","522","87","49","50","63","44","282","91","80","74","38","63","10","17","213","90","0","12","67","70","126","88","20","22","0","12","0","12","1500000US490351126121","Block Group 1, Census Tract 1126.12, Salt Lake County, Utah"
"1080","213","499","98","0","12","107","74","229","102","117","74","15","24","31","36","581","201","61","48","277","176","215","116","28","30","0","12","0","12","1500000US490351126122","Block Group 2, Census Tract 1126.12, Salt Lake County, Utah"
"508","157","339","81","0","12","52","43","124","44","129","70","34","35","0","12","169","127","0","12","9","14","160","127","0","12","0","12","0","12","1500000US490351126131","Block Group 1, Census Tract 1126.13, Salt Lake County, Utah"
"454","73","418","74","0","12","39","29","205","72","83","41","86","41","5","8","36","38","23","35","0","12","4","7","9","13","0","12","0","12","1500000US490351126132","Block Group 2, Census Tract 1126.13, Salt Lake County, Utah"
"622","92","589","96","6","10","53","40","310","78","178","74","42","35","0","12","33","30","0","12","0","12","19","21","14","23","0","12","0","12","1500000US490351126133","Block Group 3, Census Tract 1126.13, Salt Lake County, Utah"
"506","168","465","165","8","13","52","55","304","163","65","30","15","18","21","23","41","28","17","19","0","12","24","20","0","12","0","12","0","12","1500000US490351126141","Block Group 1, Census Tract 1126.14, Salt Lake County, Utah"
"784","152","758","159","24","36","18","19","333","120","211","120","109","59","63","40","26","24","0","12","10","16","9","14","7","13","0","12","0","12","1500000US490351126142","Block Group 2, Census Tract 1126.14, Salt Lake County, Utah"
